TEAM_ID,TEAM_ABBR,SEASON,rs_vs_top_teams_win_pct,rs_net_rating,rs_close_game_win_pct,rs_fta,rs_efg_pct
1610612737,ATL,2025-26,0.2777777777777778,0.28709232889296743,0.47058823529411764,21.53968253968254,0.5495331950207468
1610612751,BKN,2025-26,0.14285714285714285,-8.888874549103392,0.1,23.048387096774192,0.5234078847611827
1610612738,BOS,2025-26,0.3333333333333333,7.454990902940622,0.47058823529411764,18.177419354838708,0.550239659151429
1610612766,CHA,2025-26,0.35294117647058826,3.751312959535838,0.2857142857142857,22.285714285714285,0.5510185847033595
1610612741,CHI,2025-26,0.35,-4.0518885456462215,0.65,21.603174603174605,0.5500088511240927
1610612739,CLE,2025-26,0.42105263157894735,4.099996928841264,0.5882352941176471,23.49206349206349,0.5558082575227432
1610612742,DAL,2025-26,0.2857142857142857,-3.896111864427567,0.47058823529411764,25.85483870967742,0.529891304347826
1610612743,DEN,2025-26,0.4117647058823529,4.3253405620131815,0.5,26.158730158730158,0.5722913616398243
1610612765,DET,2025-26,0.6666666666666666,7.092063853903454,0.631578947368421,26.524590163934427,0.537950491445213
1610612744,GSW,2025-26,0.4444444444444444,1.2392234617942535,0.4375,20.70967741935484,0.5521754829391586
1610612745,HOU,2025-26,0.47058823529411764,5.175273620144708,0.5238095238095238,23.557377049180328,0.5382159795695002
1610612754,IND,2025-26,0.15,-8.088705620796503,0.47368421052631576,23.5,0.522973950795948
1610612746,LAC,2025-26,0.3157894736842105,0.38060314014137475,0.4117647058823529,24.852459016393443,0.5547184773988898
1610612747,LAL,2025-26,0.25,0.4805412816997148,0.75,26.35483870967742,0.5697249471052125
1610612763,MEM,2025-26,0.16666666666666666,-2.0542961448231836,0.46153846153846156,23.39344262295082,0.5360311424950208
1610612748,MIA,2025-26,0.3684210526315789,3.2156255582683286,0.5714285714285714,24.682539682539684,0.5362220717670955
1610612749,MIL,2025-26,0.25,-4.427728362949551,0.5,19.39344262295082,0.5640487990850171
1610612750,MIN,2025-26,0.5,4.502649340431006,0.47368421052631576,25.58730158730159,0.5641347187388033
1610612740,NOP,2025-26,0.15789473684210525,-4.905235661966046,0.46153846153846156,25.140625,0.5254864818322714
1610612752,NYK,2025-26,0.5,6.056858761624767,0.5833333333333334,21.714285714285715,0.5531129088990503
1610612760,OKC,2025-26,0.5294117647058824,10.814017156415417,0.4166666666666667,23.75,0.5582865168539326
1610612753,ORL,2025-26,0.2631578947368421,0.4142185289506841,0.6666666666666666,26.672131147540984,0.5283543365455893
1610612755,PHI,2025-26,0.3333333333333333,-0.1252018880444865,0.47368421052631576,25.35483870967742,0.528011455163773
1610612756,PHX,2025-26,0.42857142857142855,0.8800844881108532,0.5,19.919354838709676,0.533125
1610612757,POR,2025-26,0.3181818181818182,-2.80136646113219,0.5,25.285714285714285,0.5300613496932515
1610612758,SAC,2025-26,0.2,-10.672603015811944,0.4,22.921875,0.5190084092501752
1610612759,SAS,2025-26,0.631578947368421,6.679042231615398,0.5555555555555556,25.225806451612904,0.5526696832579185
1610612761,TOR,2025-26,0.21052631578947367,1.490322416985876,0.5833333333333334,22.887096774193548,0.5371511417180137
1610612762,UTA,2025-26,0.3,-7.164186292924896,0.4444444444444444,25.61904761904762,0.5375438596491228
1610612764,WAS,2025-26,0.05555555555555555,-10.43169494055023,0.4166666666666667,21.419354838709676,0.5302732630826933
